"Course number","Course title","Registration restrictions","Units","Type","Section","Session","Time","Days","Seats","Registered","Waitlist","Instructor","Room"
"LAW-770","Technology Transactions","M","2.0-3.0 units","Lecture","03488R","941","4:00-6:50pm","Tuesday","20","0","0","Richard Friedman","LAW2"
"LAW-773","Internet Law","M","2.0-4.0 units","Lecture","03491R","941","4:00-5:50pm","Wednesday","30","0","0","Kenneth Wilton","LAW1"
"LAW-775","Immigration Law","M","2.0-5.0 units","Lecture","03497R","941","9:30-10:45am","Tue, Thu","30","0","0","Niels Frenzen","LAW2"
"LAW-778","Sales","","2.0-4.0 units","Lecture","03500R","941","6:00-7:50pm","Thursday","50","0","0","Brian Holman","LAW101"
"LAW-780","Intellectual Property and Technology Law Clinic II","PM","2.0-5.0 units","Lecture","03502D","941","10:00-11:50am","Monday","8","0","0","Valerie Barreiro","LAW106"
"LAW-796","Immigration Clinic II","PM","2.0-5.0 units","Lecture","03543D","941","2:00-3:30pm","Monday","10","0","0","Niels Frenzen","LAW114"
"LAW-798","Law, Mental Health and Ethics","","2.0-3.0 units, max 8","Lecture","03545D","941",":-:am","TBA","10","0","0","Elyn Saks",", OFFICE"
"LAW-809","Deposition Strategies and Techniques","M","2.0-3.0 units","Lecture","03550R","941","2:00-3:50pm","Thursday","16","0","0","Harvey Friedman","LAW114"
"LAW-811","Health Law and Policy","","2.0-4.0 units","Lecture","03552R","941","3:30-4:45pm","Mon, Wed","15","0","0","Ankit Shah","LAW2"
"LAW-812","Patent Litigation","M","3.0 units","Lecture","03553R","941","4:00-6:50pm","Wednesday","20","0","0","Wayne Barsky, Jason Lo","LAW107"
"LAW-813","Arbitration in the United States","M","3.0 units","Lecture","03554R","941","3:00-5:30pm","Tuesday","30","0","0","Richard Chernick","LAW103"
"LAW-815","Deals","","3.0-4.0 units","Lecture","03566D","001","9:30-10:45am","Tue, Thu","20","0","0","Jonathan Barnett, Mark Weinstein</a>","LAW107, LAW107"
"","","","","Lecture","03567R","941","9:30-10:45am","Tue, Thu","20","0","0","Jonathan Barnett, Mark Weinstein</a>","LAW107, LAW107"
"LAW-820","Pretrial Advocacy","M","3.0-4.0 units","Lecture","03573R","941","3:00-6:30pm","Thursday","24","0","0","Freddie Fenster","LAW103"
"LAW-821","Trial Advocacy","M","3.0-4.0 units","Lecture","03575R","941","3:00-5:50pm","Tuesday","27","0","0","Mike Brennan, Caroline Wittcoff, Bruce Riordan, Robert Dugdale","LAW107, LAW107"
"LAW-825","International Arbitration Competition","M","1.0-3.0 units, max 6","Lecture","03568D","941","2:00-3:50pm","Wednesday","4","0","0","John Garman","LAW106"
"LAW-833","Labor Arbitration","M","2.0 units","Lecture","03601R","941","6:00-7:50pm","Monday","20","0","0","","LAW118"
"LAW-838","Patent Drafting and Prosecution","M","3.0 units","Lecture","03606R","941","10:00-11:50am","Wednesday","20","0","0","","LAW114"
"LAW-842","Partnership Taxation","","2.0-4.0 units","Lecture","03596R","941","6:00-8:30pm","Tuesday","50","0","0","Samuel Greenberg","LAW1"
"LAW-850","International Human Rights Clinic II","PM","4.0-5.0 units","Lecture","03604D","941","10:00-11:50am","Wednesday","8","0","0","Hannah Garry","LAW106"
"LAW-851","Topics in Criminal Law and Criminology","M","1.0-4.0 units, max 8"
"","Criminal Law at the Margins","","3.0","Lecture","03605R","941","2:00-4:50pm","Wednesday","24","0","0","Gary Watson","LAW114"
"LAW-857","Legal Design Challenge","M","2.0 units"
"","Global Supply Chains","","2.0","Lecture","03614R","941","10:00-11:50am","Tuesday","20","0","0","Gillian Hadfield","LAW114"
"LAW-860","International Criminal Law","M","4.0 units","Lecture","03620R","941","10:00-11:50am","Tue, Thu","25","0","0","Hannah Garry","LAW12"
"LAW-867","Corporate Fraud","M","2.0-4.0 units","Lecture","03631R","941","2:00-4:50pm","Wednesday","30","0","0","Robert Fairbank","LAW130"
"LAW-870","Legal Writing Fellows","M","1.0-4.0 units, max 7","Lecture","03635R","941",":-:am","TBA","10","0","0","Elizabeth Carroll",", OFFICE"
"","","","","Lecture","03636R","941",":-:am","TBA","10","0","0","Elizabeth Carroll",", OFFICE"
"","","","","Lecture","03637R","941",":-:am","TBA","10","0","0","Elizabeth Carroll",", OFFICE"
"LAW-871","First Amendment","M","2.0-4.0 units","Lecture","03640R","941","10:00-11:15am","Mon, Wed","35","0","0","Michael Shapiro","LAW2, LAW2"
"LAW-872","Advanced Legal Writing and Advocacy: Appellate Advocacy","M","1.0-4.0 units","Lecture","03581R","941","5:00-7:30pm","Thursday","12","0","0","Jonathan Libby","LAW107"
"LAW-882","Advanced Legal Writing for Pretrial Practice","M","2.0-3.0 units","Lecture","03658R","941","9:30-10:45am","Tue, Thu","15","0","0","Elizabeth Carroll, Patricia Libby","LAW118"
"LAW-883","Advanced Legal Writing for International Business Lawyers","M","2.0 units","Lecture","03659R","941","10:00-11:50am","Wednesday","12","0","0","Julie Ryan","LAW107"
"LAW-885","Advanced Legal Writing: A Partnership with Public Counsel","M","2.0 units","Lecture","03661R","941","10:00-11:50am","Monday","20","0","0","Elizabeth Carroll, Rebecca Lonergan","LAW118"
"LAW-892","Post-Conviction Justice Seminar II","PM","1.0-5.0 units, max 5","Lecture","03668D","941",":-:am","TBA","16","0","0","Mike Brennan, Heidi Rummel",", OFFICE"
